Semantic_ID,Aspect,n_pois,Top1_name,Top1,Top2_name,Top2,Top3_name,Top3,Top4_name,Top4,Top5_name,Top5,Others
94-80-3,Category,1,Arts & Entertainment,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-80-3,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-80-87,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-80-87,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-83-15,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-83-15,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-89-13,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-89-13,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-89-97,Category,1,Fitness & Instruction,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-89-97,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-90-97,Category,1,Bars,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-90-97,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-93-16,Category,2,Barbers,50.0,Beauty & Spas,50.0,,0.0,,0.0,,0.0,0.0
94-93-16,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-94-93,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-94-93,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-99-109,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-99-109,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-105-66,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-105-66,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-105-85,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-105-85,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-106-93,Category,1,Food,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-106-93,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-107-28,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-107-28,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-117-16,Category,1,Shopping,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-117-16,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
94-117-28,Category,2,Food,50.0,Shopping,50.0,,0.0,,0.0,,0.0,0.0
94-117-28,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-28,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-28,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-93,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-93,Region,1,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-97,Category,2,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-1-97,Region,2,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-12,Category,3,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-12,Region,3,Philadelphia,100.0,,0.0,,0.0,,0.0,,0.0,0.0
95-2-16,Category,1,Restaurants,100.0,,0.0,,0.0,,0.0,,0.0,0.0
